task,split,fixed,fixed_held_out,fixed_detail,state,state_held_out,state_detail
cc9053aa,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ccd554ac,training,inapplicable,,Training pairs produced different instruction-layout shapes.,determined,correct,
cce03e0d,training,contradicted,,"no shared operator for (0, 0), (0, 2), (1, 0), (1, 1), (2, 0)",contradicted,,no shared operator for foreground
cd3c21df,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
cdecee7f,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
ce039d91,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ce22a75a,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
ce4f8723,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
ce602527,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
ce8d95cc,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
ce9e57f2,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
cf133acc,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
cf5fd0ad,training,determined,correct,,inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
cf98881b,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
cfb2ce5a,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d017b73f,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
d037b0a7,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d06dbe63,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d07ae81c,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d0f5fe59,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
d10ecb37,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
d13f3404,training,contradicted,,"no shared operator for (0, 0), (0, 1), (1, 0), (1, 1)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d19f7514,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
d22278a0,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d23f8c26,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d255d7a7,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d282b262,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d2abd087,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d2acf2cb,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d304284e,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d364b489,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d37a1ef5,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d406998b,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d43fd935,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d4469b4b,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
d47aa2ff,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
d492a647,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d4a91cb9,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d4b1c2b1,training,inapplicable,,Training pairs produced different instruction-layout shapes.,inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
d4c90558,training,inapplicable,,Output cannot be divided into input-shaped blocks.,inapplicable,,Output cannot be divided into input-shaped blocks.
d4f3cd78,training,contradicted,,"no shared operator for (0, 0)",inapplicable,,State-derived layouts require the output block layout to have the same shape as the input grid.
